,SN,Contract No,Symbol,Buyer,Seller,Quantity,Rate,Amount,Trading Date,VWAP,Rolling Volatility,Trade Size,Buyer Info,Seller Info,Above_VWAP,Below_VWAP,Qty_Outlier,Amount_Outlier
19522,20023,2030000000000000.0,NMLBBL,25,26,1.0,632.1,632.1,2025-09-08,641.552659382879,122.53368244419187,Small,Known Broker,Known Broker,False,True,False,True
19529,20030,2030000000000000.0,SHIVM,35,16,800.0,576.1,0.0,2025-09-08,582.6545621696162,208.28084405436803,Large,Known Broker,Known Broker,False,True,True,False
19612,20113,2030000000000000.0,UPCL,49,8,790.0,406.9,0.0,2025-09-08,411.3926609815923,102.16214236855583,Large,Known Broker,Known Broker,False,True,True,False
1515,2016,2030000000000000.0,BARUN,58,55,980.0,315.2,0.0,2025-09-08,319.89009652614925,150.5729502046571,Large,Known Broker,Known Broker,False,True,True,False
19684,20185,2030000000000000.0,NGPL,52,45,873.0,393.0,0.0,2025-09-08,397.2731191471952,80.82903768654607,Large,Known Broker,Known Broker,False,True,True,False
1521,2022,2030000000000000.0,UMHL,62,60,994.0,576.0,0.0,2025-09-08,574.7904068966278,100.315020477169,Large,Known Broker,Known Broker,True,False,True,False
19752,20253,2030000000000000.0,HIDCL,34,42,730.0,270.1,0.0,2025-09-08,271.3138952392916,249.75722211780237,Large,Known Broker,Known Broker,False,True,True,False
19761,20262,2030000000000000.0,NRM,48,47,674.0,445.0,0.0,2025-09-08,450.7210002548059,196.42943601541884,Large,Known Broker,Known Broker,False,True,True,False
1532,2033,2030000000000000.0,NABIL,17,44,628.0,513.0,0.0,2025-09-08,511.22047945548263,118.20689489196567,Large,Known Broker,Known Broker,True,False,True,False
19868,20369,2030000000000000.0,JBBL,42,40,1.0,322.0,322.0,2025-09-08,326.62677924362356,420.99376479943385,Small,Known Broker,Known Broker,False,True,False,True
19889,20390,2030000000000000.0,NIFRA,80,48,874.0,270.0,0.0,2025-09-08,270.6788130899634,171.14500674379116,Large,Known Broker,Known Broker,False,True,True,False
19900,20401,2030000000000000.0,HLI,21,6,1.0,386.2,386.2,2025-09-08,395.0524708789269,216.53917274556653,Small,Known Broker,Known Broker,False,True,False,True
19979,20480,2030000000000000.0,HRL,45,44,852.0,971.6,0.0,2025-09-08,979.7508980090372,1.7349351585695616,Large,Known Broker,Known Broker,False,True,True,False
19990,20491,2030000000000000.0,NICFC,78,32,100.0,9.01,901.0,2025-09-08,9.041509433962265,500.47920306442364,Large,Known Broker,Known Broker,False,True,False,True
20002,20503,2030000000000000.0,SHEL,47,14,700.0,302.0,0.0,2025-09-08,303.3728467373475,131.70513783954533,Large,Known Broker,Known Broker,False,True,True,False
20022,20523,2030000000000000.0,KBL,94,58,730.0,195.0,0.0,2025-09-08,195.39428881472838,301.8279394511597,Large,Known Broker,Known Broker,False,True,True,False
20071,20572,2030000000000000.0,NIBLSTF,58,58,100.0,8.5,850.0,2025-09-08,8.485333333333333,406.38745469481984,Large,Known Broker,Known Broker,True,False,False,True
20108,20609,2030000000000000.0,LBBL,91,3,900.0,520.8,0.0,2025-09-08,524.6788026970823,294.0544394042255,Large,Known Broker,Known Broker,False,True,True,False
20115,20616,2030000000000000.0,ADBL,25,32,753.0,318.0,0.0,2025-09-08,318.2719262638099,38.595897882194606,Large,Known Broker,Known Broker,False,True,True,False
20127,20628,2030000000000000.0,SAHAS,57,19,888.0,620.0,0.0,2025-09-08,625.1987110999977,357.9571668975687,Large,Known Broker,Known Broker,False,True,True,False
20149,20650,2030000000000000.0,KSBBL,3,55,860.0,521.2,0.0,2025-09-08,526.8804312337569,117.86606806032366,Large,Known Broker,Known Broker,False,True,True,False
20158,20659,2030000000000000.0,MNMF1,57,21,100.0,9.01,901.0,2025-09-08,9.009166666666667,391.755174439342,Large,Known Broker,Known Broker,True,False,False,True
20205,20706,2030000000000000.0,LSL,38,41,800.0,230.0,0.0,2025-09-08,230.8863056823548,0.0,Large,Known Broker,Known Broker,False,True,True,False
20219,20720,2030000000000000.0,LEC,64,42,842.0,208.1,0.0,2025-09-08,211.5893387230881,165.57563226513736,Large,Known Broker,Known Broker,False,True,True,False
20337,20838,2030000000000000.0,NIFRA,45,41,650.0,270.0,0.0,2025-09-08,270.6788130899634,140.16548552811528,Large,Known Broker,Known Broker,False,True,True,False
20338,20839,2030000000000000.0,SHPC,45,42,880.0,533.0,0.0,2025-09-08,538.9915543486029,175.45957749103766,Large,Known Broker,Known Broker,False,True,True,False
20352,20853,2030000000000000.0,LSL,7,50,881.0,230.0,0.0,2025-09-08,230.8863056823548,284.0271348539338,Large,Known Broker,Known Broker,False,True,True,False
20509,21010,2030000000000000.0,SHEL,57,1,694.0,302.0,0.0,2025-09-08,303.3728467373475,91.46766277397712,Large,Known Broker,Known Broker,False,True,True,False
20512,21013,2030000000000000.0,SHEL,63,1,680.0,302.1,0.0,2025-09-08,303.3728467373475,0.05773502675547362,Large,Known Broker,Known Broker,False,True,True,False
20619,21120,2030000000000000.0,LEC,14,28,750.0,209.0,0.0,2025-09-08,211.5893387230881,120.66620626062657,Large,Known Broker,Known Broker,False,True,True,False
1612,2113,2030000000000000.0,HDHPC,4,45,900.0,180.5,0.0,2025-09-08,182.7698332387975,277.1049801068201,Large,Known Broker,Known Broker,False,True,True,False
20679,21180,2030000000000000.0,PMHPL,34,48,800.0,350.0,0.0,2025-09-08,352.30811812139046,130.4811608368578,Large,Known Broker,Known Broker,False,True,True,False
20681,21182,2030000000000000.0,PMHPL,53,48,898.0,350.0,0.0,2025-09-08,352.30811812139046,0.0,Large,Known Broker,Known Broker,False,True,True,False
20781,21282,2030000000000000.0,MEN,57,58,700.0,610.0,0.0,2025-09-08,614.2903106470063,95.26279441629454,Large,Known Broker,Known Broker,False,True,True,False
20900,21401,2030000000000000.0,SAHAS,14,42,657.0,623.0,0.0,2025-09-08,625.1987110999977,91.22134253197022,Large,Known Broker,Known Broker,False,True,True,False
20954,21455,2030000000000000.0,UNHPL,28,21,800.0,453.3,0.0,2025-09-08,456.54486181837126,378.83223639671263,Large,Known Broker,Known Broker,False,True,True,False
1645,2146,2030000000000000.0,BHDC,21,39,636.0,562.1,0.0,2025-09-08,573.7702118184095,122.3630254611284,Large,Known Broker,Known Broker,False,True,True,False
20971,21472,2030000000000000.0,PMHPL,88,52,848.0,350.0,0.0,2025-09-08,352.30811812139046,0.0,Large,Known Broker,Known Broker,False,True,True,False
20981,21482,2030000000000000.0,UMHL,39,94,808.0,576.4,0.0,2025-09-08,574.7904068966278,0.0,Large,Known Broker,Known Broker,True,False,True,False
21029,21530,2030000000000000.0,AKPL,58,34,900.0,252.0,0.0,2025-09-08,253.25692971779202,347.74755690490997,Large,Known Broker,Known Broker,False,True,True,False
21053,21554,2030000000000000.0,NBL,10,43,633.0,245.0,0.0,2025-09-08,247.01757500517277,22.808843314204196,Large,Known Broker,Known Broker,False,True,True,False
21213,21714,2030000000000000.0,MBL,21,95,890.0,248.0,0.0,2025-09-08,249.0411341426615,111.61061777447,Large,Known Broker,Known Broker,False,True,True,False
21351,21852,2030000000000000.0,HRL,84,80,775.0,972.1,0.0,2025-09-08,979.7508980090372,561.2421966792347,Large,Known Broker,Known Broker,False,True,True,False
21362,21863,2030000000000000.0,NBL,64,55,799.0,246.0,0.0,2025-09-08,247.01757500517277,0.0,Large,Known Broker,Known Broker,False,True,True,False
21369,21870,2030000000000000.0,LBBL,45,13,772.0,522.0,0.0,2025-09-08,524.6788026970823,119.28056561457703,Large,Known Broker,Known Broker,False,True,True,False
21384,21885,2030000000000000.0,SHEL,3,57,680.0,302.2,0.0,2025-09-08,303.3728467373475,394.21476380267717,Large,Known Broker,Known Broker,False,True,True,False
21448,21949,2030000000000000.0,JBBL,14,48,889.0,325.0,0.0,2025-09-08,326.62677924362356,187.6388374866242,Large,Known Broker,Known Broker,False,True,True,False
219,220,2030000000000000.0,NICSF,33,13,100.0,8.9,890.0,2025-09-08,8.820769230769232,5.1384173955605705,Large,Known Broker,Known Broker,True,False,False,True
21519,22020,2030000000000000.0,MCHL,42,57,743.0,468.5,0.0,2025-09-08,469.72168888888893,270.48860111533844,Large,Known Broker,Known Broker,False,True,True,False
21554,22055,2030000000000000.0,HDHPC,71,33,647.0,182.1,0.0,2025-09-08,182.7698332387975,0.0,Large,Known Broker,Known Broker,False,True,True,False
21564,22065,2030000000000000.0,UPCL,57,8,931.0,406.0,0.0,2025-09-08,411.3926609815923,413.27119828671005,Large,Known Broker,Known Broker,False,True,True,False
1720,2221,2030000000000000.0,PMLI,59,13,1.0,485.0,485.0,2025-09-08,487.38928571428573,123.39490805269445,Small,Known Broker,Known Broker,False,True,False,True
1721,2222,2030000000000000.0,SHINE,44,7,778.0,416.0,0.0,2025-09-08,414.7271960251242,240.17771198288017,Large,Known Broker,Known Broker,True,False,True,False
1722,2223,2030000000000000.0,SHINE,44,38,782.0,415.9,0.0,2025-09-08,414.7271960251242,272.3259138116204,Large,Known Broker,Known Broker,True,False,True,False
21750,22251,2030000000000000.0,UPCL,48,34,870.0,405.8,0.0,2025-09-08,411.3926609815923,23.32123495872106,Large,Known Broker,Known Broker,False,True,True,False
21766,22267,2030000000000000.0,DORDI,41,59,635.0,237.3,0.0,2025-09-08,238.47625488173932,0.15275251955690253,Large,Known Broker,Known Broker,False,True,True,False
21786,22287,2030000000000000.0,RMF1,48,35,100.0,9.04,904.0,2025-09-08,9.157480029048656,439.71574136025697,Large,Known Broker,Known Broker,False,True,False,True
21797,22298,2030000000000000.0,HIDCL,45,95,981.0,270.0,0.0,2025-09-08,271.3138952392916,155.88457268119313,Large,Known Broker,Known Broker,False,True,True,False
21850,22351,2030000000000000.0,UPCL,36,8,807.0,406.0,0.0,2025-09-08,411.3926609815923,101.36238618606147,Large,Known Broker,Known Broker,False,True,True,False
1737,2238,2030000000000000.0,UNHPL,33,28,965.0,465.0,0.0,2025-09-08,456.54486181837126,262.1189297500941,Large,Known Broker,Known Broker,True,False,True,False
21888,22389,2030000000000000.0,DORDI,4,57,638.0,237.2,0.0,2025-09-08,238.47625488173932,181.25904115381127,Large,Known Broker,Known Broker,False,True,True,False
21926,22427,2030000000000000.0,LSL,28,83,783.0,230.3,0.0,2025-09-08,230.8863056823548,0.057735012686361,Large,Known Broker,Known Broker,False,True,True,False
21927,22428,2030000000000000.0,UPCL,48,57,874.0,406.0,0.0,2025-09-08,411.3926609815923,101.44044229661075,Large,Known Broker,Known Broker,False,True,True,False
1744,2245,2030000000000000.0,NBL,45,41,776.0,246.0,0.0,2025-09-08,247.01757500517277,144.06134110162202,Large,Known Broker,Known Broker,False,True,True,False
21971,22472,2030000000000000.0,MEN,44,49,965.0,610.3,0.0,2025-09-08,614.2903106470063,180.83476804346338,Large,Known Broker,Known Broker,False,True,True,False
21978,22479,2030000000000000.0,UPCL,13,22,640.0,406.2,0.0,2025-09-08,411.3926609815923,27.60217382742621,Large,Known Broker,Known Broker,False,True,True,False
22008,22509,2030000000000000.0,KDBY,52,32,100.0,9.03,903.0,2025-09-08,9.149615384615384,5.213472930454746,Large,Known Broker,Known Broker,False,True,False,True
22009,22510,2030000000000000.0,NMBHF2,52,51,100.0,8.98,898.0,2025-09-08,8.995427728613569,136.94459938236741,Large,Known Broker,Known Broker,False,True,False,True
22055,22556,2030000000000000.0,MNMF1,57,45,100.0,9.01,901.0,2025-09-08,9.009166666666667,404.45606687665276,Large,Known Broker,Known Broker,True,False,False,True
22162,22663,2030000000000000.0,SANIMA,44,28,950.0,364.0,0.0,2025-09-08,365.24953040257503,0.0,Large,Known Broker,Known Broker,False,True,True,False
22175,22676,2030000000000000.0,MEN,47,49,865.0,610.4,0.0,2025-09-08,614.2903106470063,352.41460431334474,Large,Known Broker,Known Broker,False,True,True,False
22230,22731,2030000000000000.0,NIBLSTF,13,51,100.0,8.48,848.0,2025-09-08,8.485333333333333,380.20618897294713,Large,Known Broker,Known Broker,False,True,False,True
22238,22739,2030000000000000.0,HLI,49,56,1.0,387.1,387.1,2025-09-08,395.0524708789269,101.99849672094496,Small,Known Broker,Known Broker,False,True,False,True
22301,22802,2030000000000000.0,MBL,21,13,700.0,248.6,0.0,2025-09-08,249.0411341426615,190.179178671059,Large,Known Broker,Known Broker,False,True,True,False
22307,22808,2030000000000000.0,NRIC,76,14,840.0,0.0,0.0,2025-09-08,0.0,118.76095037229264,Large,Known Broker,Known Broker,False,False,True,False
1780,2281,2030000000000000.0,SPDL,39,48,830.0,402.0,0.0,2025-09-08,401.774507579763,232.09480821422358,Large,Known Broker,Known Broker,True,False,True,False
22357,22858,2030000000000000.0,UNHPL,45,58,922.0,455.0,0.0,2025-09-08,456.54486181837126,60.621778264901785,Large,Known Broker,Known Broker,False,True,True,False
22385,22886,2030000000000000.0,LSL,1,57,717.0,230.4,0.0,2025-09-08,230.8863056823548,12.75944094901377,Large,Known Broker,Known Broker,False,True,True,False
22409,22910,2030000000000000.0,SSHL,67,56,675.0,174.1,0.0,2025-09-08,174.9086079354405,100.48782679175937,Large,Known Broker,Known Broker,False,True,True,False
22420,22921,2030000000000000.0,BHL,42,34,850.0,184.5,0.0,2025-09-08,185.06825032657494,384.1817061409003,Large,Known Broker,Known Broker,False,True,True,False
22443,22944,2030000000000000.0,MDB,17,62,981.0,596.9,0.0,2025-09-08,600.3995787602412,344.6492468196212,Large,Known Broker,Known Broker,False,True,True,False
22457,22958,2030000000000000.0,KSBBL,59,48,772.0,523.9,0.0,2025-09-08,526.8804312337569,139.10112628347775,Large,Known Broker,Known Broker,False,True,True,False
1795,2296,2030000000000000.0,BHCL,33,35,700.0,458.9,0.0,2025-09-08,465.9123469223332,37.498933318156965,Large,Known Broker,Known Broker,False,True,True,False
1799,2300,2030000000000000.0,PMLI,59,58,1.0,485.0,485.0,2025-09-08,487.38928571428573,165.266038051779,Small,Known Broker,Known Broker,False,True,False,True
22531,23032,2030000000000000.0,MBLEF,6,58,100.0,9.1,910.0,2025-09-08,9.062,120.05999888943153,Large,Known Broker,Known Broker,True,False,False,True
22587,23088,2030000000000000.0,UMHL,39,18,940.0,576.2,0.0,2025-09-08,574.7904068966278,22.603318340457637,Large,Known Broker,Known Broker,True,False,True,False
1808,2309,2030000000000000.0,KSBBL,25,32,700.0,523.1,0.0,2025-09-08,526.8804312337569,30.657299293969693,Large,Known Broker,Known Broker,False,True,True,False
22590,23091,2030000000000000.0,UMHL,39,14,900.0,576.1,0.0,2025-09-08,574.7904068966278,30.599564267050695,Large,Known Broker,Known Broker,True,False,True,False
1809,2310,2030000000000000.0,KSBBL,25,32,700.0,523.2,0.0,2025-09-08,526.8804312337569,121.10445904259181,Large,Known Broker,Known Broker,False,True,True,False
22630,23131,2030000000000000.0,UMHL,39,42,880.0,576.0,0.0,2025-09-08,574.7904068966278,29.040718540239503,Large,Known Broker,Known Broker,True,False,True,False
22645,23146,2030000000000000.0,UPCL,43,8,784.0,407.0,0.0,2025-09-08,411.3926609815923,53.20153506555632,Large,Known Broker,Known Broker,False,True,True,False
22677,23178,2030000000000000.0,LEC,45,7,875.0,209.0,0.0,2025-09-08,211.5893387230881,393.4933332768603,Large,Known Broker,Known Broker,False,True,True,False
22679,23180,2030000000000000.0,LEC,61,7,725.0,209.0,0.0,2025-09-08,211.5893387230881,120.6662062606163,Large,Known Broker,Known Broker,False,True,True,False
22714,23215,2030000000000000.0,NLICL,65,33,800.0,578.8,0.0,2025-09-08,581.922821969697,0.10000000089592241,Large,Known Broker,Known Broker,False,True,True,False
22735,23236,2030000000000000.0,UNHPL,41,71,970.0,452.4,0.0,2025-09-08,456.54486181837126,105.22209843943631,Large,Known Broker,Known Broker,False,True,True,False
22768,23269,2030000000000000.0,RADHI,45,58,701.0,755.1,0.0,2025-09-08,755.9634460172596,413.5619784264496,Large,Known Broker,Known Broker,False,True,True,False
22781,23282,2030000000000000.0,UPCL,56,43,969.0,406.6,0.0,2025-09-08,411.3926609815923,234.7506194524929,Large,Known Broker,Known Broker,False,True,True,False
1828,2329,2030000000000000.0,NIFRA,42,22,750.0,270.0,0.0,2025-09-08,270.6788130899634,155.88457268118395,Large,Known Broker,Known Broker,False,True,True,False
22792,23293,2030000000000000.0,DORDI,41,90,700.0,237.5,0.0,2025-09-08,238.47625488173932,124.15918545694005,Large,Known Broker,Known Broker,False,True,True,False
232,233,2030000000000000.0,JBBL,34,8,685.0,325.5,0.0,2025-09-08,326.62677924362356,362.4107200401251,Large,Known Broker,Known Broker,False,True,True,False
1834,2335,2030000000000000.0,BEDC,50,33,800.0,623.0,0.0,2025-09-08,627.0425475901175,44.4271313501131,Large,Known Broker,Known Broker,False,True,True,False
22868,23369,2030000000000000.0,RIDI,4,28,920.0,226.2,0.0,2025-09-08,226.62822529694213,136.93166178790784,Large,Known Broker,Known Broker,False,True,True,False
22916,23417,2030000000000000.0,SLCF,57,1,700.0,9.08,0.0,2025-09-08,9.152307692307692,150.69996726386188,Large,Known Broker,Known Broker,False,True,True,False
22921,23422,2030000000000000.0,PRVU,48,48,880.0,205.0,0.0,2025-09-08,206.1827447947991,113.10869167896793,Large,Known Broker,Known Broker,False,True,True,False
22925,23426,2030000000000000.0,NIL,14,77,1.0,662.5,662.5,2025-09-08,675.3569597791798,300.4356337054577,Small,Known Broker,Known Broker,False,True,False,True
22973,23474,2030000000000000.0,RSY,42,58,100.0,8.95,895.0,2025-09-08,9.013636363636364,374.97063329457035,Large,Known Broker,Known Broker,False,True,False,True
22993,23494,2030000000000000.0,HLI,21,48,2.0,386.3,772.6,2025-09-08,395.0524708789269,109.55222498880073,Small,Known Broker,Known Broker,False,True,False,True
1850,2351,2030000000000000.0,NIMB,26,48,822.0,205.1,0.0,2025-09-08,205.93632220009192,33.56193280086613,Large,Known Broker,Known Broker,False,True,True,False
23022,23523,2030000000000000.0,SADBL,45,14,640.0,412.2,0.0,2025-09-08,416.98130732375085,96.0146516596971,Large,Known Broker,Known Broker,False,True,True,False
23065,23566,2030000000000000.0,PRVU,52,32,630.0,205.2,0.0,2025-09-08,206.1827447947991,0.09999998219715737,Large,Known Broker,Known Broker,False,True,True,False
23119,23620,2030000000000000.0,AKJCL,49,54,740.0,192.1,0.0,2025-09-08,193.01680120878046,133.21062269953387,Large,Known Broker,Known Broker,False,True,True,False
23142,23643,2030000000000000.0,GBIME,86,1,889.0,244.0,0.0,2025-09-08,245.3072155812442,117.1572163092436,Large,Known Broker,Known Broker,False,True,True,False
23159,23660,2030000000000000.0,BHL,74,10,860.0,185.0,0.0,2025-09-08,185.06825032657494,317.542648054291,Large,Known Broker,Known Broker,False,True,True,False
23166,23667,2030000000000000.0,NMBHF2,52,58,100.0,8.98,898.0,2025-09-08,8.995427728613569,332.3011888834129,Large,Known Broker,Known Broker,False,True,False,True
1872,2373,2030000000000000.0,NGPL,34,40,841.0,398.8,0.0,2025-09-08,397.2731191471952,215.46712046156986,Large,Known Broker,Known Broker,True,False,True,False
23370,23871,2030000000000000.0,SNLI,21,34,1.0,446.0,446.0,2025-09-08,454.30175086107926,165.5000906344169,Small,Known Broker,Known Broker,False,True,False,True
23414,23915,2030000000000000.0,GHL,14,49,668.0,218.0,0.0,2025-09-08,218.7739030937816,165.84656563622096,Large,Known Broker,Known Broker,False,True,True,False
23482,23983,2030000000000000.0,GLH,70,56,963.0,250.0,0.0,2025-09-08,252.01345554967978,0.0,Large,Known Broker,Known Broker,False,True,True,False
23515,24016,2030000000000000.0,HLI,49,56,1.0,386.2,386.2,2025-09-08,395.0524708789269,21.815667153022673,Small,Known Broker,Known Broker,False,True,False,True
23642,24143,2030000000000000.0,BHL,58,35,800.0,185.0,0.0,2025-09-08,185.06825032657494,0.0,Large,Known Broker,Known Broker,False,True,True,False
1920,2421,2030000000000000.0,GBIME,28,56,800.0,244.5,0.0,2025-09-08,245.3072155812442,34.35234101672689,Large,Known Broker,Known Broker,False,True,True,False
23714,24215,2030000000000000.0,AHPC,49,45,629.0,281.2,0.0,2025-09-08,282.77807694917556,109.06151169560891,Large,Known Broker,Known Broker,False,True,True,False
23730,24231,2030000000000000.0,MNBBL,28,36,700.0,436.1,0.0,2025-09-08,438.0804152090383,239.63465942972493,Large,Known Broker,Known Broker,False,True,True,False
1937,2438,2030000000000000.0,HRL,45,33,796.0,974.2,0.0,2025-09-08,979.7508980090372,487.49305636080487,Large,Known Broker,Known Broker,False,True,True,False
23922,24423,2030000000000000.0,GVL,38,19,700.0,526.0,0.0,2025-09-08,528.5344516129032,172.62773048769307,Large,Known Broker,Known Broker,False,True,True,False
23977,24478,2030000000000000.0,HIDCL,44,72,781.0,270.3,0.0,2025-09-08,271.3138952392916,372.54627005693226,Large,Known Broker,Known Broker,False,True,True,False
24005,24506,2030000000000000.0,NRIC,48,28,970.0,0.0,0.0,2025-09-08,0.0,229.39505952249743,Large,Known Broker,Known Broker,False,False,True,False
24030,24531,2030000000000000.0,RADHI,45,97,633.0,756.1,0.0,2025-09-08,755.9634460172596,124.39012554593712,Large,Known Broker,Known Broker,True,False,True,False
24084,24585,2030000000000000.0,PRVU,78,45,650.0,205.1,0.0,2025-09-08,206.1827447947991,171.26384128978222,Large,Known Broker,Known Broker,False,True,True,False
24168,24669,2030000000000000.0,HLI,56,38,728.0,394.0,0.0,2025-09-08,395.0524708789269,85.07257685841581,Large,Known Broker,Known Broker,False,True,True,False
24176,24677,2030000000000000.0,UNHPL,33,39,688.0,455.0,0.0,2025-09-08,456.54486181837126,228.045346367772,Large,Known Broker,Known Broker,False,True,True,False
24178,24679,2030000000000000.0,UNHPL,41,39,900.0,455.1,0.0,2025-09-08,456.54486181837126,0.0577350184967546,Large,Known Broker,Known Broker,False,True,True,False
24181,24682,2030000000000000.0,NGPL,29,41,705.0,392.3,0.0,2025-09-08,397.2731191471952,110.90898671131805,Large,Known Broker,Known Broker,False,True,True,False
24211,24712,2030000000000000.0,NICA,44,56,3.0,333.0,999.0,2025-09-08,339.855737757732,169.13406910888733,Small,Known Broker,Known Broker,False,True,False,True
24268,24769,2030000000000000.0,UNHPL,65,57,796.0,455.3,0.0,2025-09-08,456.54486181837126,181.114779444785,Large,Known Broker,Known Broker,False,True,True,False
24271,24772,2030000000000000.0,HRL,77,4,760.0,973.0,0.0,2025-09-08,979.7508980090372,511.4198307978794,Large,Known Broker,Known Broker,False,True,True,False
24281,24782,2030000000000000.0,NRIC,63,28,645.0,0.0,0.0,2025-09-08,0.0,148.59287780149265,Large,Known Broker,Known Broker,False,False,True,False
1978,2479,2030000000000000.0,LBBL,99,58,800.0,523.9,0.0,2025-09-08,524.6788026970823,302.4738060284384,Large,Known Broker,Known Broker,False,True,True,False
1988,2489,2030000000000000.0,NMB,26,16,950.0,246.1,0.0,2025-09-08,247.3060984863613,283.86776851202774,Large,Known Broker,Known Broker,False,True,True,False
24398,24899,2030000000000000.0,SPDL,21,14,800.0,399.0,0.0,2025-09-08,401.774507579763,307.683121625696,Large,Known Broker,Known Broker,False,True,True,False
24405,24906,2030000000000000.0,KSY,58,51,100.0,9.0,900.0,2025-09-08,8.94111111111111,150.74615528539647,Large,Known Broker,Known Broker,True,False,False,True
1992,2493,2030000000000000.0,DORDI,11,47,831.0,236.2,0.0,2025-09-08,238.47625488173932,5.080682368496721,Large,Known Broker,Known Broker,False,True,True,False
24442,24943,2030000000000000.0,GBIME,28,45,800.0,245.0,0.0,2025-09-08,245.3072155812442,0.0,Large,Known Broker,Known Broker,False,True,True,False
24492,24993,2030000000000000.0,NRM,38,35,635.0,448.0,0.0,2025-09-08,450.7210002548059,5.427092530232102,Large,Known Broker,Known Broker,False,True,True,False
24509,25010,2030000000000000.0,BHL,50,35,666.0,185.1,0.0,2025-09-08,185.06825032657494,206.0563110737694,Large,Known Broker,Known Broker,True,False,True,False
24533,25034,2030000000000000.0,GHL,28,48,845.0,218.0,0.0,2025-09-08,218.7739030937816,125.86235868331516,Large,Known Broker,Known Broker,False,True,True,False
24550,25051,2030000000000000.0,MDB,17,57,955.0,597.0,0.0,2025-09-08,600.3995787602412,314.40392809250847,Large,Known Broker,Known Broker,False,True,True,False
24587,25088,2030000000000000.0,PMHPL,19,97,757.0,352.2,0.0,2025-09-08,352.30811812139046,203.31390344324586,Large,Known Broker,Known Broker,False,True,True,False
24597,25098,2030000000000000.0,LBBL,57,77,900.0,522.7,0.0,2025-09-08,524.6788026970823,0.057735019824627525,Large,Known Broker,Known Broker,False,True,True,False
24619,25120,2030000000000000.0,RNLI,57,44,689.0,450.1,0.0,2025-09-08,451.04576344292144,21.506355649705743,Large,Known Broker,Known Broker,False,True,True,False
24628,25129,2030000000000000.0,RNLI,4,44,941.0,451.1,0.0,2025-09-08,451.04576344292144,0.05773501338783056,Large,Known Broker,Known Broker,True,False,True,False
24643,25144,2030000000000000.0,NICLBSL,77,22,690.0,568.0,0.0,2025-09-08,571.131089560753,0.0,Large,Known Broker,Known Broker,False,True,True,False
24647,25148,2030000000000000.0,NGPL,59,60,668.0,392.4,0.0,2025-09-08,397.2731191471952,162.10524359192692,Large,Known Broker,Known Broker,False,True,True,False
24648,25149,2030000000000000.0,NGPL,44,60,832.0,392.4,0.0,2025-09-08,397.2731191471952,84.35087432858874,Large,Known Broker,Known Broker,False,True,True,False
24692,25193,2030000000000000.0,KPCL,40,48,750.0,549.0,0.0,2025-09-08,548.3447876873347,0.5773502685954949,Large,Known Broker,Known Broker,True,False,True,False
24721,25222,2030000000000000.0,HDL,45,99,800.0,0.0,0.0,2025-09-08,0.0,0.0,Large,Known Broker,Known Broker,False,False,True,False
24723,25224,2030000000000000.0,HDL,46,99,815.0,0.0,0.0,2025-09-08,0.0,0.0,Large,Known Broker,Known Broker,False,False,True,False
24729,25230,2030000000000000.0,SHEL,42,48,771.0,302.2,0.0,2025-09-08,303.3728467373475,91.71210389036659,Large,Known Broker,Known Broker,False,True,True,False
24786,25287,2030000000000000.0,PRVU,40,54,800.0,205.2,0.0,2025-09-08,206.1827447947991,121.47515521015195,Large,Known Broker,Known Broker,False,True,True,False
24789,25290,2030000000000000.0,HRL,100,42,856.0,975.0,0.0,2025-09-08,979.7508980090372,256.43777672826343,Large,Known Broker,Known Broker,False,True,True,False
24799,25300,2030000000000000.0,NIFRA,28,45,973.0,270.1,0.0,2025-09-08,270.6788130899634,372.1469378260864,Large,Known Broker,Known Broker,False,True,True,False
24803,25304,2030000000000000.0,NIFRA,83,45,732.0,270.3,0.0,2025-09-08,270.6788130899634,0.057734995900956924,Large,Known Broker,Known Broker,False,True,True,False
24844,25345,2030000000000000.0,MNBBL,28,60,630.0,436.1,0.0,2025-09-08,438.0804152090383,268.69698546875577,Large,Known Broker,Known Broker,False,True,True,False
24931,25432,2030000000000000.0,NMBHF2,52,51,100.0,8.98,898.0,2025-09-08,8.995427728613569,159.87983654397758,Large,Known Broker,Known Broker,False,True,False,True
24942,25443,2030000000000000.0,HLI,49,55,1.0,387.4,387.4,2025-09-08,395.0524708789269,341.9751306747301,Small,Known Broker,Known Broker,False,True,False,True
24968,25469,2030000000000000.0,SHINE,4,49,862.0,414.0,0.0,2025-09-08,414.7271960251242,172.73084071274343,Large,Known Broker,Known Broker,False,True,True,False
24978,25479,2030000000000000.0,PRVU,58,47,970.0,205.5,0.0,2025-09-08,206.1827447947991,0.11547003666840355,Large,Known Broker,Known Broker,False,True,True,False
25068,25569,2030000000000000.0,SHINE,55,49,862.0,414.0,0.0,2025-09-08,414.7271960251242,137.75954897331366,Large,Known Broker,Known Broker,False,True,True,False
25108,25609,2030000000000000.0,NIMB,34,94,922.0,206.0,0.0,2025-09-08,205.93632220009192,188.99029957469057,Large,Known Broker,Known Broker,True,False,True,False
25114,25615,2030000000000000.0,HRL,77,34,844.0,975.0,0.0,2025-09-08,979.7508980090372,313.27025606229466,Large,Known Broker,Known Broker,False,True,True,False
