SN,Contract No,Symbol,Buyer,Seller,Quantity,Rate,Amount
13881,2030000000000000.0,GIBF1,16,5,0.0,11.07,0.0
13882,2030000000000000.0,GIBF1,10,5,700.0,11.07,0.0
13883,2030000000000000.0,GIBF1,34,5,0.0,11.08,0.0
13884,2030000000000000.0,MDB,51,58,100.0,599.0,0.0
13885,2030000000000000.0,SPDL,63,45,300.0,398.5,0.0
13886,2030000000000000.0,MEHL,38,44,50.0,410.0,0.0
13887,2030000000000000.0,NBL,42,48,290.0,247.5,0.0
13888,2030000000000000.0,MEN,53,14,20.0,613.0,0.0
13889,2030000000000000.0,AHPC,43,25,184.0,282.0,0.0
13890,2030000000000000.0,AHPC,43,36,66.0,282.0,0.0
13891,2030000000000000.0,AHPC,43,45,50.0,281.9,0.0
13892,2030000000000000.0,SAHAS,51,35,10.0,622.0,0.0
13893,2030000000000000.0,WNLB,41,32,50.0,0.0,0.0
13894,2030000000000000.0,HIDCL,21,21,6.0,269.4,0.0
13895,2030000000000000.0,HBL,58,7,10.0,200.5,0.0
13896,2030000000000000.0,USHEC,38,35,50.0,466.6,0.0
13897,2030000000000000.0,USHEC,38,39,10.0,466.6,0.0
13898,2030000000000000.0,HBL,58,81,0.0,200.5,0.0
13899,2030000000000000.0,HBL,49,81,50.0,200.6,0.0
13900,2030000000000000.0,HBL,49,38,10.0,200.6,0.0
13901,2030000000000000.0,KSBBL,80,42,34.0,524.2,0.0
13902,2030000000000000.0,KSBBL,25,42,166.0,525.1,0.0
13903,2030000000000000.0,NMIC,29,58,50.0,0.0,0.0
13904,2030000000000000.0,SONA,62,41,490.0,441.0,0.0
13905,2030000000000000.0,HPPL,41,55,100.0,470.0,0.0
13906,2030000000000000.0,PHCL,38,49,10.0,388.0,0.0
13907,2030000000000000.0,BHDC,45,62,20.0,565.0,0.0
13908,2030000000000000.0,SAMAJ,36,56,25.0,0.0,0.0
13909,2030000000000000.0,UPCL,39,44,80.0,409.0,0.0
13910,2030000000000000.0,HBL,49,28,10.0,200.6,0.0
13911,2030000000000000.0,HDHPC,38,58,436.0,182.0,0.0
13912,2030000000000000.0,HDHPC,42,58,40.0,182.0,0.0
13913,2030000000000000.0,HDHPC,49,58,24.0,182.0,0.0
13914,2030000000000000.0,HDHPC,58,58,500.0,182.0,0.0
13915,2030000000000000.0,HDHPC,64,58,50.0,182.0,0.0
13916,2030000000000000.0,HDHPC,64,58,100.0,182.0,0.0
13917,2030000000000000.0,HDHPC,1,58,100.0,182.0,0.0
13918,2030000000000000.0,HDHPC,22,58,550.0,182.0,0.0
13919,2030000000000000.0,HDHPC,49,58,100.0,182.0,0.0
13920,2030000000000000.0,HDHPC,47,58,500.0,182.0,0.0
13921,2030000000000000.0,HDHPC,64,58,550.0,182.0,0.0
13922,2030000000000000.0,HDHPC,4,58,0.0,182.1,0.0
13923,2030000000000000.0,HDHPC,64,58,100.0,182.1,0.0
13924,2030000000000000.0,HDHPC,42,58,100.0,182.2,0.0
13925,2030000000000000.0,CREST,57,35,100.0,0.0,0.0
13926,2030000000000000.0,TTL,35,58,10.0,770.1,0.0
13927,2030000000000000.0,GLH,13,42,10.0,250.2,0.0
13928,2030000000000000.0,SHINE,49,59,11.0,412.4,0.0
13929,2030000000000000.0,NRIC,45,26,30.0,0.0,0.0
13930,2030000000000000.0,CHCL,57,14,126.0,496.4,0.0
13931,2030000000000000.0,CHCL,6,14,164.0,497.1,0.0
13932,2030000000000000.0,CHCL,21,14,10.0,498.0,0.0
13933,2030000000000000.0,CHCL,49,14,200.0,498.0,0.0
13934,2030000000000000.0,HRL,45,54,50.0,976.2,0.0
13935,2030000000000000.0,UPCL,48,44,0.0,409.0,0.0
13936,2030000000000000.0,BPCL,43,46,200.0,803.6,0.0
13937,2030000000000000.0,NRIC,43,26,10.0,0.0,0.0
13938,2030000000000000.0,SANVI,38,39,10.0,597.1,0.0
13939,2030000000000000.0,SANVI,32,39,70.0,597.1,0.0
13940,2030000000000000.0,MEHL,8,57,21.0,406.7,0.0
13941,2030000000000000.0,MEHL,38,57,100.0,407.0,0.0
13942,2030000000000000.0,MEHL,16,57,300.0,407.0,0.0
13943,2030000000000000.0,MEHL,38,57,50.0,407.0,0.0
13944,2030000000000000.0,MEHL,38,57,90.0,408.0,0.0
13945,2030000000000000.0,MEHL,56,57,469.0,409.0,0.0
13946,2030000000000000.0,NICSF,32,32,0.0,8.81,0.0
13947,2030000000000000.0,CHDC,11,57,1.0,0.0,0.0
13948,2030000000000000.0,GRDBL,41,50,10.0,0.0,0.0
13949,2030000000000000.0,SAPDBL,21,38,125.0,775.5,0.0
13950,2030000000000000.0,SAPDBL,49,38,10.0,775.6,0.0
13951,2030000000000000.0,SAPDBL,58,38,30.0,775.6,0.0
13952,2030000000000000.0,SAPDBL,25,38,100.0,776.0,0.0
13953,2030000000000000.0,SAPDBL,22,38,50.0,776.0,0.0
13954,2030000000000000.0,SAHAS,51,35,18.0,622.0,0.0
13955,2030000000000000.0,SANVI,32,38,90.0,600.0,0.0
13956,2030000000000000.0,SANVI,32,17,10.0,598.0,0.0
13957,2030000000000000.0,SJLIC,19,6,10.0,425.9,0.0
13958,2030000000000000.0,RFPL,50,45,12.0,350.0,0.0
13959,2030000000000000.0,PMLI,59,51,1.0,480.0,480.0
13960,2030000000000000.0,GBLBS,42,42,110.0,749.0,0.0
13961,2030000000000000.0,GCIL,45,4,11.0,476.0,0.0
13962,2030000000000000.0,NHPC,32,13,310.0,197.4,0.0
13963,2030000000000000.0,NHPC,58,13,90.0,197.5,0.0
13964,2030000000000000.0,SMJC,4,29,10.0,537.0,0.0
13965,2030000000000000.0,CYCL,48,36,10.0,0.0,0.0
13966,2030000000000000.0,MHNL,32,42,10.0,244.0,0.0
13967,2030000000000000.0,MHNL,32,35,100.0,243.9,0.0
13968,2030000000000000.0,NRIC,4,26,0.0,0.0,0.0
13969,2030000000000000.0,MEN,53,52,10.0,613.0,0.0
13970,2030000000000000.0,ALBSL,54,52,13.0,0.0,0.0
13971,2030000000000000.0,ALBSL,54,57,57.0,0.0,0.0
13972,2030000000000000.0,ALBSL,54,25,30.0,0.0,0.0
13973,2030000000000000.0,SANIMA,28,34,915.0,365.0,0.0
13974,2030000000000000.0,SANIMA,28,19,295.0,365.0,0.0
13975,2030000000000000.0,SANIMA,28,13,300.0,365.0,0.0
13976,2030000000000000.0,SANIMA,28,29,190.0,365.0,0.0
13977,2030000000000000.0,UAIL,42,48,99.0,512.0,0.0
13978,2030000000000000.0,NTC,19,42,128.0,825.0,0.0
13979,2030000000000000.0,NTC,35,42,30.0,825.1,0.0
13980,2030000000000000.0,NTC,58,42,45.0,826.0,0.0
13981,2030000000000000.0,HBL,49,7,10.0,200.6,0.0
13982,2030000000000000.0,TTL,35,3,10.0,770.1,0.0
13983,2030000000000000.0,CREST,5,58,10.0,0.0,0.0
13984,2030000000000000.0,GRDBL,25,41,50.0,0.0,0.0
13985,2030000000000000.0,GRDBL,49,41,250.0,0.0,0.0
13986,2030000000000000.0,GRDBL,49,41,250.0,0.0,0.0
13987,2030000000000000.0,GRDBL,45,41,10.0,0.0,0.0
13988,2030000000000000.0,GRDBL,45,41,30.0,0.0,0.0
13989,2030000000000000.0,GRDBL,28,41,120.0,0.0,0.0
13990,2030000000000000.0,GRDBL,42,41,20.0,0.0,0.0
13991,2030000000000000.0,GRDBL,45,41,10.0,0.0,0.0
13992,2030000000000000.0,KBL,49,17,100.0,194.6,0.0
13993,2030000000000000.0,NLIC,48,28,1.0,769.0,769.0
13994,2030000000000000.0,HBL,49,52,10.0,200.6,0.0
13995,2030000000000000.0,HBL,49,58,10.0,200.6,0.0
13996,2030000000000000.0,UMHL,49,55,150.0,576.0,0.0
13997,2030000000000000.0,UMHL,62,55,50.0,576.3,0.0
13998,2030000000000000.0,MHL,57,14,100.0,483.0,0.0
13999,2030000000000000.0,HBL,49,7,10.0,200.6,0.0
14000,2030000000000000.0,NRIC,62,26,20.0,0.0,0.0
14001,2030000000000000.0,NRIC,62,62,80.0,0.0,0.0
14002,2030000000000000.0,KBL,1,3,150.0,195.0,0.0
14003,2030000000000000.0,DHPL,36,36,85.0,283.0,0.0
14004,2030000000000000.0,MEHL,56,58,10.0,409.0,0.0
14005,2030000000000000.0,HBL,49,48,10.0,200.6,0.0
14006,2030000000000000.0,CREST,5,19,30.0,0.0,0.0
14007,2030000000000000.0,SANIMA,76,29,10.0,365.0,0.0
14008,2030000000000000.0,HDL,42,66,90.0,0.0,0.0
14009,2030000000000000.0,HDL,90,66,20.0,0.0,0.0
14010,2030000000000000.0,HDL,13,66,100.0,0.0,0.0
14011,2030000000000000.0,HDL,53,66,50.0,0.0,0.0
14012,2030000000000000.0,PRVU,47,41,50.0,205.0,0.0
14013,2030000000000000.0,NICLBSL,28,34,30.0,568.0,0.0
14014,2030000000000000.0,UPPER,47,38,125.0,183.6,0.0
14015,2030000000000000.0,TTL,35,58,10.0,770.1,0.0
14016,2030000000000000.0,SHL,46,51,10.0,550.0,0.0
14017,2030000000000000.0,MLBSL,20,47,220.0,0.0,0.0
14018,2030000000000000.0,MLBSL,56,47,10.0,0.0,0.0
14019,2030000000000000.0,NIFRA,58,58,841.0,270.0,0.0
14020,2030000000000000.0,IGI,45,48,11.0,514.0,0.0
14021,2030000000000000.0,BARUN,32,28,80.0,317.0,0.0
14022,2030000000000000.0,NRIC,44,26,0.0,0.0,0.0
14023,2030000000000000.0,NRIC,44,56,960.0,0.0,0.0
14024,2030000000000000.0,OMPL,21,44,10.0,0.0,0.0
14025,2030000000000000.0,SANIMA,14,13,200.0,364.9,0.0
14026,2030000000000000.0,PPL,45,50,10.0,300.8,0.0
14027,2030000000000000.0,DLBS,36,7,10.0,0.0,0.0
14028,2030000000000000.0,NLIC,48,36,1.0,769.0,769.0
14029,2030000000000000.0,MBL,58,58,700.0,247.9,0.0
14030,2030000000000000.0,MBL,38,58,200.0,248.0,0.0
14031,2030000000000000.0,MBL,5,58,100.0,248.0,0.0
14032,2030000000000000.0,BPCL,43,59,410.0,803.5,0.0
14033,2030000000000000.0,HBL,49,45,10.0,200.6,0.0
14034,2030000000000000.0,MHL,16,14,100.0,483.0,0.0
14035,2030000000000000.0,MHL,46,14,100.0,483.0,0.0
14036,2030000000000000.0,MHL,16,14,100.0,483.0,0.0
14037,2030000000000000.0,SJLIC,42,35,10.0,428.0,0.0
14038,2030000000000000.0,SJLIC,42,25,10.0,427.6,0.0
14039,2030000000000000.0,MAKAR,26,62,90.0,561.0,0.0
14040,2030000000000000.0,SSHL,33,45,50.0,175.0,0.0
14041,2030000000000000.0,JBBL,51,29,100.0,325.3,0.0
14042,2030000000000000.0,JBBL,33,29,50.0,325.4,0.0
14043,2030000000000000.0,VLUCL,42,29,10.0,540.0,0.0
14044,2030000000000000.0,NADEP,34,49,43.0,775.6,0.0
14045,2030000000000000.0,NICFC,49,32,0.0,9.0,0.0
14046,2030000000000000.0,NICFC,78,32,200.0,9.01,0.0
14047,2030000000000000.0,KSBBL,25,45,285.0,525.0,0.0
14048,2030000000000000.0,KSBBL,25,36,49.0,525.0,0.0
14049,2030000000000000.0,RNLI,58,35,12.0,450.0,0.0
14050,2030000000000000.0,MKJC,42,56,300.0,599.0,0.0
14051,2030000000000000.0,PPCL,32,11,30.0,317.0,0.0
14052,2030000000000000.0,PPCL,32,59,700.0,317.0,0.0
14053,2030000000000000.0,NGPL,43,22,361.0,396.0,0.0
14054,2030000000000000.0,NGPL,43,22,200.0,396.0,0.0
14055,2030000000000000.0,NGPL,43,38,939.0,396.0,0.0
14056,2030000000000000.0,KBSH,58,42,20.0,0.0,0.0
14057,2030000000000000.0,KBSH,38,42,10.0,0.0,0.0
14058,2030000000000000.0,KBSH,4,42,30.0,0.0,0.0
14059,2030000000000000.0,KBSH,62,42,10.0,0.0,0.0
14060,2030000000000000.0,KBSH,22,42,20.0,0.0,0.0
14061,2030000000000000.0,KBSH,62,42,10.0,0.0,0.0
14062,2030000000000000.0,KBSH,19,42,10.0,0.0,0.0
14063,2030000000000000.0,DHPL,38,36,30.0,283.1,0.0
14064,2030000000000000.0,GVL,43,6,10.0,527.0,0.0
14065,2030000000000000.0,LEC,44,48,700.0,212.0,0.0
14066,2030000000000000.0,LEC,44,53,0.0,211.9,0.0
14067,2030000000000000.0,LEC,44,21,100.0,211.8,0.0
14068,2030000000000000.0,LEC,44,34,500.0,211.8,0.0
14069,2030000000000000.0,KPCL,47,56,114.0,545.0,0.0
14070,2030000000000000.0,OHL,48,45,200.0,778.0,0.0
14071,2030000000000000.0,BHCL,21,25,10.0,462.3,0.0
14072,2030000000000000.0,BHL,1,52,250.0,184.8,0.0
14073,2030000000000000.0,BHL,1,21,625.0,184.8,0.0
14074,2030000000000000.0,CLI,22,4,13.0,455.2,0.0
14075,2030000000000000.0,HRL,55,48,10.0,976.1,0.0
14076,2030000000000000.0,MKJC,42,59,20.0,599.0,0.0
14077,2030000000000000.0,DLBS,36,38,10.0,0.0,0.0
14078,2030000000000000.0,ILBS,52,81,19.0,0.0,0.0
14079,2030000000000000.0,HBL,49,57,10.0,200.6,0.0
14080,2030000000000000.0,GRDBL,52,41,392.0,0.0,0.0
14081,2030000000000000.0,GRDBL,6,41,10.0,0.0,0.0
14082,2030000000000000.0,GRDBL,19,41,98.0,0.0,0.0
14083,2030000000000000.0,GRDBL,71,41,300.0,0.0,0.0
14084,2030000000000000.0,GRDBL,58,41,30.0,0.0,0.0
14085,2030000000000000.0,GRDBL,28,41,20.0,0.0,0.0
14086,2030000000000000.0,GFCL,1,47,14.0,600.0,0.0
14087,2030000000000000.0,SCB,95,17,322.0,630.5,0.0
14088,2030000000000000.0,H8020,49,96,300.0,12.1,0.0
14089,2030000000000000.0,CGH,17,42,500.0,990.0,0.0
14090,2030000000000000.0,CGH,17,38,10.0,990.0,0.0
14091,2030000000000000.0,CGH,17,50,186.0,990.0,0.0
14092,2030000000000000.0,CGH,17,58,10.0,989.9,0.0
14093,2030000000000000.0,NRIC,45,56,40.0,0.0,0.0
14094,2030000000000000.0,HRL,55,45,23.0,977.0,0.0
14095,2030000000000000.0,MEN,41,53,245.0,613.0,0.0
14096,2030000000000000.0,MEN,41,32,50.0,613.0,0.0
14097,2030000000000000.0,MEN,41,58,50.0,612.0,0.0
14098,2030000000000000.0,MEN,41,58,50.0,612.0,0.0
14099,2030000000000000.0,SANVI,32,49,10.0,597.1,0.0
14100,2030000000000000.0,UNHPL,14,21,300.0,455.0,0.0
14101,2030000000000000.0,KKHC,41,47,114.0,227.0,0.0
14102,2030000000000000.0,KKHC,41,47,36.0,227.0,0.0
14103,2030000000000000.0,KBL,49,42,86.0,194.6,0.0
14104,2030000000000000.0,NHPC,58,19,33.0,197.9,0.0
14105,2030000000000000.0,NICA,22,46,50.0,339.0,0.0
14106,2030000000000000.0,NICA,19,46,300.0,339.0,0.0
14107,2030000000000000.0,MBJC,48,58,10.0,302.5,0.0
14108,2030000000000000.0,TTL,6,49,10.0,771.0,0.0
14109,2030000000000000.0,MEN,53,58,10.0,611.0,0.0
14110,2030000000000000.0,HBL,49,11,10.0,200.6,0.0
14111,2030000000000000.0,NBL,5,48,25.0,247.5,0.0
14112,2030000000000000.0,TTL,35,62,150.0,770.1,0.0
14113,2030000000000000.0,HDL,34,26,10.0,0.0,0.0
14114,2030000000000000.0,NLICL,40,34,60.0,578.0,0.0
14115,2030000000000000.0,HDHPC,58,33,10.0,182.5,0.0
14116,2030000000000000.0,SMJC,4,56,60.0,537.0,0.0
14117,2030000000000000.0,SMJC,13,56,90.0,537.1,0.0
14118,2030000000000000.0,EHPL,58,32,41.0,512.0,0.0
14119,2030000000000000.0,SONA,74,10,200.0,440.1,0.0
14120,2030000000000000.0,SPHL,14,38,500.0,520.0,0.0
14121,2030000000000000.0,SPHL,45,38,20.0,520.0,0.0
14122,2030000000000000.0,SPHL,26,38,200.0,520.0,0.0
14123,2030000000000000.0,SPHL,14,38,220.0,520.0,0.0
14124,2030000000000000.0,SONA,74,62,400.0,440.1,0.0
14125,2030000000000000.0,SONA,17,62,100.0,440.2,0.0
14126,2030000000000000.0,MAKAR,26,58,10.0,561.0,0.0
14127,2030000000000000.0,UAIL,19,49,9.0,511.0,0.0
14128,2030000000000000.0,ACLBSL,47,48,13.0,0.0,0.0
14129,2030000000000000.0,SJCL,71,6,10.0,285.0,0.0
14130,2030000000000000.0,TTL,57,80,10.0,770.0,0.0
14131,2030000000000000.0,MKHL,34,42,10.0,737.0,0.0
14132,2030000000000000.0,JBLB,57,51,25.0,0.0,0.0
14133,2030000000000000.0,SONA,25,41,10.0,443.0,0.0
14134,2030000000000000.0,UNHPL,14,45,100.0,455.0,0.0
14135,2030000000000000.0,KKHC,14,41,10.0,226.0,0.0
14136,2030000000000000.0,HEI,48,41,68.0,567.0,0.0
14137,2030000000000000.0,HEI,52,41,45.0,567.0,0.0
14138,2030000000000000.0,HEI,7,41,30.0,567.0,0.0
14139,2030000000000000.0,HEI,53,41,200.0,567.0,0.0
14140,2030000000000000.0,HEI,26,41,25.0,567.1,0.0
14141,2030000000000000.0,HEI,58,41,55.0,567.1,0.0
14142,2030000000000000.0,HEI,55,41,77.0,567.1,0.0
14143,2030000000000000.0,HDL,53,59,10.0,0.0,0.0
14144,2030000000000000.0,SCB,7,35,1.0,620.0,620.0
14145,2030000000000000.0,SHEL,48,86,190.0,302.9,0.0
14146,2030000000000000.0,EBL,19,51,30.0,711.0,0.0
14147,2030000000000000.0,EBL,42,51,20.0,711.0,0.0
14148,2030000000000000.0,GBBL,44,56,300.0,425.1,0.0
14149,2030000000000000.0,GBBL,49,56,90.0,425.1,0.0
14150,2030000000000000.0,MMF1,5,5,0.0,9.78,0.0
14151,2030000000000000.0,SHIVM,45,38,107.0,580.0,0.0
14152,2030000000000000.0,SHIVM,98,38,200.0,581.0,0.0
14153,2030000000000000.0,RIDI,58,16,100.0,227.8,0.0
14154,2030000000000000.0,SHINE,49,16,80.0,412.4,0.0
14155,2030000000000000.0,SHINE,41,16,20.0,412.4,0.0
14156,2030000000000000.0,CBBL,40,42,30.0,0.0,0.0
14157,2030000000000000.0,NIFRA,38,58,200.0,270.0,0.0
14158,2030000000000000.0,NIFRA,32,58,30.0,270.0,0.0
14159,2030000000000000.0,NIFRA,80,58,929.0,270.0,0.0
14160,2030000000000000.0,KBL,49,8,756.0,194.6,0.0
14161,2030000000000000.0,KBL,29,8,94.0,194.7,0.0
14162,2030000000000000.0,KBL,74,8,50.0,194.7,0.0
14163,2030000000000000.0,KBL,50,8,100.0,194.9,0.0
14164,2030000000000000.0,GFCL,1,62,200.0,600.0,0.0
14165,2030000000000000.0,EHPL,47,91,200.0,510.0,0.0
14166,2030000000000000.0,EHPL,47,42,50.0,509.4,0.0
14167,2030000000000000.0,EHPL,47,36,10.0,509.0,0.0
14168,2030000000000000.0,EHPL,47,42,29.0,508.1,0.0
14169,2030000000000000.0,UPCL,32,17,100.0,408.6,0.0
14170,2030000000000000.0,UPCL,48,17,50.0,408.6,0.0
14171,2030000000000000.0,GCIL,45,48,11.0,476.0,0.0
14172,2030000000000000.0,LBBL,58,48,10.0,526.0,0.0
14173,2030000000000000.0,ILI,1,7,12.0,442.3,0.0
14174,2030000000000000.0,SAHAS,51,22,100.0,622.0,0.0
14175,2030000000000000.0,SAHAS,51,1,20.0,622.0,0.0
14176,2030000000000000.0,NADEP,34,49,40.0,776.0,0.0
14177,2030000000000000.0,HRL,81,45,21.0,977.0,0.0
14178,2030000000000000.0,CLI,41,89,20.0,455.9,0.0
14179,2030000000000000.0,NGPL,49,87,2.0,392.0,784.0
14180,2030000000000000.0,MLBL,97,58,200.0,384.9,0.0
14181,2030000000000000.0,BPCL,43,94,0.0,800.1,0.0
14182,2030000000000000.0,SPDL,14,62,101.0,398.2,0.0
14183,2030000000000000.0,BHCL,21,4,10.0,462.3,0.0
14184,2030000000000000.0,CBBL,47,34,20.0,0.0,0.0
14185,2030000000000000.0,CYCL,48,38,10.0,0.0,0.0
14186,2030000000000000.0,HDL,53,37,40.0,0.0,0.0
14187,2030000000000000.0,HDL,53,52,100.0,0.0,0.0
14188,2030000000000000.0,HDL,53,41,50.0,0.0,0.0
14189,2030000000000000.0,HDL,53,38,50.0,0.0,0.0
14190,2030000000000000.0,NHPC,58,42,50.0,197.5,0.0
14191,2030000000000000.0,RHPL,6,6,20.0,282.2,0.0
14192,2030000000000000.0,UNHPL,14,67,500.0,455.0,0.0
14193,2030000000000000.0,KPCL,43,56,140.0,545.1,0.0
14194,2030000000000000.0,KPCL,58,56,71.0,545.2,0.0
14195,2030000000000000.0,KPCL,34,56,25.0,546.0,0.0
14196,2030000000000000.0,KPCL,45,56,100.0,546.0,0.0
14197,2030000000000000.0,KPCL,1,56,50.0,547.0,0.0
14198,2030000000000000.0,HRL,55,57,11.0,976.1,0.0
14199,2030000000000000.0,SINDU,19,43,10.0,687.2,0.0
14200,2030000000000000.0,HBL,49,58,10.0,200.6,0.0
14201,2030000000000000.0,BHCL,21,34,10.0,462.3,0.0
14202,2030000000000000.0,BHCL,21,58,10.0,462.3,0.0
14203,2030000000000000.0,BHCL,21,58,220.0,462.3,0.0
14204,2030000000000000.0,HBL,49,49,10.0,200.6,0.0
14205,2030000000000000.0,HBL,49,49,10.0,200.6,0.0
14206,2030000000000000.0,SBI,54,35,105.0,384.1,0.0
14207,2030000000000000.0,SBI,17,35,475.0,384.1,0.0
14208,2030000000000000.0,SBI,11,35,10.0,384.5,0.0
14209,2030000000000000.0,SBI,19,35,100.0,385.0,0.0
14210,2030000000000000.0,SBI,11,35,10.0,385.0,0.0
14211,2030000000000000.0,RIDI,84,22,0.0,226.0,0.0
14212,2030000000000000.0,LBBL,19,60,40.0,525.0,0.0
14213,2030000000000000.0,CYCL,48,49,10.0,0.0,0.0
14214,2030000000000000.0,HDL,3,57,5.0,0.0,0.0
14215,2030000000000000.0,UPCL,38,44,278.0,409.0,0.0
14216,2030000000000000.0,UPCL,38,71,22.0,409.0,0.0
14217,2030000000000000.0,KSBBL,58,36,10.0,525.0,0.0
14218,2030000000000000.0,DOLTI,58,58,10.0,533.0,0.0
14219,2030000000000000.0,LEC,10,42,5.0,210.9,0.0
14220,2030000000000000.0,HBL,49,45,10.0,200.6,0.0
14221,2030000000000000.0,SONA,50,47,10.0,443.0,0.0
14222,2030000000000000.0,SONA,57,17,10.0,442.0,0.0
14223,2030000000000000.0,RHGCL,6,6,63.0,259.5,0.0
14224,2030000000000000.0,RHGCL,6,17,30.0,259.5,0.0
14225,2030000000000000.0,RHGCL,6,25,47.0,259.5,0.0
14226,2030000000000000.0,RHGCL,6,49,10.0,259.0,0.0
14227,2030000000000000.0,NLIC,48,48,1.0,769.0,769.0
14228,2030000000000000.0,NIFRA,80,58,54.0,270.0,0.0
14229,2030000000000000.0,MDB,51,42,500.0,599.1,0.0
14230,2030000000000000.0,RBCLPO,3,59,50.0,0.0,0.0
14231,2030000000000000.0,RBCLPO,3,56,10.0,0.0,0.0
14232,2030000000000000.0,RBCLPO,3,51,20.0,0.0,0.0
14233,2030000000000000.0,RBCLPO,3,7,20.0,0.0,0.0
14234,2030000000000000.0,CIT,10,51,1.0,0.0,0.0
14235,2030000000000000.0,SRLI,34,22,150.0,391.3,0.0
14236,2030000000000000.0,SRLI,45,22,200.0,391.5,0.0
14237,2030000000000000.0,RAWA,7,49,10.0,717.0,0.0
14238,2030000000000000.0,SGIC,57,85,55.0,549.8,0.0
14239,2030000000000000.0,SGIC,57,85,100.0,549.8,0.0
14240,2030000000000000.0,SGIC,57,50,100.0,549.7,0.0
14241,2030000000000000.0,SGIC,57,46,28.0,549.7,0.0
14242,2030000000000000.0,SGIC,57,55,97.0,549.5,0.0
14243,2030000000000000.0,SGIC,57,17,100.0,549.4,0.0
14244,2030000000000000.0,SGIC,57,35,10.0,549.3,0.0
14245,2030000000000000.0,SGIC,57,58,10.0,549.3,0.0
14246,2030000000000000.0,MNBBL,35,41,500.0,438.0,0.0
14247,2030000000000000.0,UNHPL,14,25,100.0,455.0,0.0
14248,2030000000000000.0,LEC,35,42,121.0,211.1,0.0
14249,2030000000000000.0,PPCL,42,59,200.0,317.0,0.0
14250,2030000000000000.0,SGHC,4,6,10.0,338.0,0.0
14251,2030000000000000.0,CBBL,58,42,20.0,0.0,0.0
14252,2030000000000000.0,HBL,49,4,10.0,200.6,0.0
14253,2030000000000000.0,MLBL,45,58,150.0,384.9,0.0
14254,2030000000000000.0,SANIMA,16,29,218.0,364.0,0.0
14255,2030000000000000.0,HIDCLP,32,44,140.0,195.0,0.0
14256,2030000000000000.0,HIDCLP,32,57,60.0,195.0,0.0
14257,2030000000000000.0,NIFRA,80,54,17.0,270.0,0.0
14258,2030000000000000.0,NIFRA,58,54,183.0,270.0,0.0
14259,2030000000000000.0,DOLTI,58,54,10.0,534.0,0.0
14260,2030000000000000.0,PPCL,55,59,50.0,317.0,0.0
14261,2030000000000000.0,NIMB,13,58,404.0,205.3,0.0
14262,2030000000000000.0,NIMB,6,58,100.0,205.3,0.0
14263,2030000000000000.0,NIMB,47,58,170.0,205.3,0.0
14264,2030000000000000.0,NIMB,49,58,276.0,205.4,0.0
14265,2030000000000000.0,NIMB,50,58,50.0,205.5,0.0
14266,2030000000000000.0,AKPL,4,32,400.0,252.6,0.0
14267,2030000000000000.0,AKPL,36,32,100.0,252.6,0.0
14268,2030000000000000.0,PROFL,35,45,300.0,475.0,0.0
14269,2030000000000000.0,HBL,49,58,10.0,200.6,0.0
14270,2030000000000000.0,HBL,49,39,10.0,200.6,0.0
14271,2030000000000000.0,KSBBL,43,36,100.0,525.0,0.0
14272,2030000000000000.0,KSBBL,58,36,55.0,525.1,0.0
14273,2030000000000000.0,DLBS,36,47,25.0,0.0,0.0
14274,2030000000000000.0,JFL,42,42,10.0,443.0,0.0
14275,2030000000000000.0,NIFRA,58,55,54.0,270.0,0.0
14276,2030000000000000.0,SKBBL,65,59,82.0,883.0,0.0
14277,2030000000000000.0,SKBBL,22,59,60.0,884.0,0.0
14278,2030000000000000.0,SKBBL,57,59,200.0,884.0,0.0
14279,2030000000000000.0,SKBBL,100,59,80.0,885.0,0.0
14280,2030000000000000.0,SKBBL,34,59,78.0,885.0,0.0
14281,2030000000000000.0,UPPER,47,49,135.0,183.6,0.0
14282,2030000000000000.0,UPPER,42,49,210.0,183.6,0.0
14283,2030000000000000.0,UPPER,6,49,100.0,183.7,0.0
14284,2030000000000000.0,UPPER,16,49,215.0,183.7,0.0
14285,2030000000000000.0,NIMB,5,25,10.0,205.9,0.0
14286,2030000000000000.0,MNMF1,1,7,100.0,9.01,901.0
14287,2030000000000000.0,KMCDB,48,49,10.0,0.0,0.0
14288,2030000000000000.0,NMFBS,35,48,10.0,0.0,0.0
14289,2030000000000000.0,SPDL,57,45,419.0,398.5,0.0
14290,2030000000000000.0,SPC,71,34,200.0,500.0,0.0
14291,2030000000000000.0,MLBL,45,58,100.0,384.9,0.0
14292,2030000000000000.0,JBLB,42,26,30.0,0.0,0.0
14293,2030000000000000.0,JBLB,42,13,30.0,0.0,0.0
14294,2030000000000000.0,JBLB,42,13,80.0,0.0,0.0
14295,2030000000000000.0,KBL,50,47,54.0,194.9,0.0
14296,2030000000000000.0,NLIC,48,48,1.0,769.0,769.0
14297,2030000000000000.0,GFCL,1,62,254.0,600.0,0.0
14298,2030000000000000.0,GFCL,7,62,50.0,600.0,0.0
14299,2030000000000000.0,GFCL,14,62,296.0,600.0,0.0
14300,2030000000000000.0,GFCL,49,62,200.0,600.1,0.0
14301,2030000000000000.0,ALBSL,99,57,11.0,0.0,0.0
14302,2030000000000000.0,HBL,49,8,10.0,200.6,0.0
14303,2030000000000000.0,NRM,5,5,0.0,448.0,0.0
